AWND,NDVI,PGTM,PRCP,TAVG,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT14,WT16,TMAX
0.1512454600393593,0.0,0.556346741193239,-0.217745112484221,1.767297360714665,0.3089731594966722,0.3850750569535208,0.5916627508866457,1.046290724906061,1.3863464526663314,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,0.30329223587826215
0.34077611171775457,0.0,0.7250460936916272,-0.217745112484221,-0.5490567202342216,0.8728690163582484,0.7859165458017381,0.7939636686732808,0.6758315402514472,0.6451828853493942,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,0.8174493968206695
-0.13305051747823318,0.0,0.6868251466412111,-0.217745112484221,2.144378257613321,0.6431336672664953,0.719109630993702,0.726530029411069,0.6473346798934001,0.552537439434777,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,0.8930607440180823
-0.9859384500310113,0.0,0.702640710937935,-0.217745112484221,-0.5490567202342216,0.8728690163582484,0.719109630993702,0.726530029411069,0.02040375201636168,-0.07281932048888905,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,1.3164842883235937
-1.4597650792269992,0.0,0.6881431103326048,-0.217745112484221,-0.5490567202342216,-0.40111791951420084,-1.5523254724795297,-1.5662137055041294,-1.6324141487503756,-1.6246305395587268,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,0.1369472720439543
-1.2702344275486042,0.0,0.8120316973236086,0.2168091494584982,-0.5490567202342216,-0.8605886176977073,-1.351904728055421,-1.3639127877174944,-0.4925397344284878,-0.3739170197113948,2.9351975428213715,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,-1.7987032162098135
-0.41734649499582616,0.0,0.6644197638875189,-0.217745112484221,3.0466789751922474,1.457649904955438,0.719109630993702,0.726530029411069,0.4193597970290225,0.22827837873361673,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,2.329676340768926
-0.5121118208350236,0.0,1.091439999899064,-0.217745112484221,1.5518225624868616,-0.630853268605954,0.7859165458017381,0.7939636686732808,0.2768754952387865,0.13563293281899946,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,0.4696371997125705
1.0988987184313348,0.0,-1.3151617005857545,-0.217745112484221,-0.5490567202342216,0.4133983181747418,0.7859165458017381,0.8613973079354925,1.1602781663382498,0.969441946050554,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,0.6359821635468783
1.951786650984113,0.0,0.2663947290866344,0.2836636512958396,0.9457996924711645,-0.5055430781922706,-0.41660792074291386,-0.48727547730874193,1.3027624681284857,1.3863464526663314,-0.3406925719346235,-0.044766148103584535,-0.06337242505244779,0.0,0.0,0.0,-0.270113630516044,0.0,-0.14285714285714285,-0.8762447804013774
